"","collar_id","site","sampling_zone","vegetated","nee_mg_c_m2_h","er_mg_c_m2_h","ch4_mg_c_m2_h","vwc_perc_mean","frost_cm_mean","soil_temp_surface_degc","average_t_out","average_par_out","green_perc"
"187","LBS2","LBL","disturbed","n",-62.63564483,110.1776811,-0.005580264,42.5666666666667,46.6666666666667,9.866,29.89893,793.75,32
"188","LBS1","LBL","disturbed","y",NA,NA,-0.011431094,38.0204613871111,52,15.473,26.8771466666667,760.458333333333,46.6
"189","BBS3","BBL","disturbed","n",-8.032075916,33.88726903,0.000315428,47.3,71,NA,23.63155,663.033333333333,0.5
"190","BBS4","BBL","disturbed","y",127.7113778,0,-0.004825853,34.7333333333333,82.3333333333333,NA,22.4103966666667,661.25,35.7
"191","BBS2","BBL","disturbed","y",-214.6374751,123.4095863,-0.005358276,32.3333333333333,71.3333333333333,17.379,22.5653133333333,570.691666666667,28.1
"192","BBS1","BBL","disturbed","n",-17.89314026,46.03756851,-0.000698272,39.7,75.6666666666667,14.9,23.4087333333333,611.658333333333,2.5
"193","BBI1","BBL","undisturbed","y",6.176263456,83.68734707,-0.058679949,24.2666666666667,80.6666666666667,NA,25.08981,675.191666666667,7
"194","BBI2","BBL","undisturbed","y",-106.6282016,142.4589464,-0.080814435,17.5,88.3333333333333,16.713,25.8293666666667,566.9,8.6
"195","BBI3","BBL","undisturbed","y",-166.9794071,102.9660314,-0.042964796,19.4666666666667,71.6666666666667,NA,27.01662,601.891666666667,NA
"196","BBI4","BBL","undisturbed","y",NA,NA,-0.085994125,21.9333333333333,70.3333333333333,11.819,26.35102,540.466666666667,3.8
"197","ELI1","EL","undisturbed","y",-49.54856437,96.53794268,-0.018262196,40.4224610137778,NA,8.779,16.8113887043189,267.628571428571,5.6
"198","ELI2","EL","undisturbed","y",-94.8523279,128.7778676,-0.02125136,34.4,NA,NA,17.3413887043189,268.010631229236,22.5
"199","ELI3","EL","undisturbed","y",-71.01148073,57.14628835,-0.053058944,36.6333333333333,NA,8.481,16.6030564784053,266.175083056478,16.1
"200","ELI4","EL","undisturbed","y",-104.8219888,67.52508075,-0.011965078,45.7875137617778,NA,NA,16.8173355481727,282.944186046512,18.5
"201","ELU4","EL","disturbed","n",NA,NA,-0.006106655,48.3,NA,NA,17.5885264900662,271.572516556291,2.9
"202","ELU3","EL","disturbed","y",-66.99743057,171.4854217,-0.117059347,39.327131456,NA,NA,18.05066,291.616666666667,44.8
"203","ELU2","EL","disturbed","y",-205.5964863,148.8839853,-0.042414567,23.7131547804444,NA,NA,17.4320397350993,273.368874172185,35.6
"204","ELU1","EL","disturbed","n",-73.95789135,73.96686448,-0.001029273,48.9333333333333,NA,NA,18.0863145695364,313.459933774834,5
"205","ELL1","EL","disturbed","y",-19.66793614,89.13563235,0.002384725,47.4333333333333,NA,NA,18.9541833333333,299.625,11.1
"206","ELL2","EL","disturbed","y",-52.35837095,116.8058254,-0.000930106,48.5666666666667,NA,13.75,19.485707641196,323.317940199336,9.3
"207","ELL3","EL","disturbed","y",NA,177.7622269,-0.002243511,46.3,NA,NA,19.6121727574751,362.927574750831,24.8
"208","ELL4","EL","disturbed","y",-151.1616622,111.1991116,-0.004355968,43.4333333333333,NA,14.23,19.718853820598,287.520598006644,38.7
"209","LBI1","LBL","undisturbed","y",NA,96.57944708,-0.012966511,7.64956848044444,53.3333333333333,12.3,26.0507847682119,907.988079470199,12.4
"210","LBI2","LBL","undisturbed","y",20.98646925,161.1076031,-0.050218901,NA,70.3333333333333,20.7,26.0075662251656,1051.18344370861,16.6
"211","LBI3","LBL","undisturbed","y",-197.0913431,NA,-0.029521312,20.5113885937778,67.3333333333333,20.1,26.2845282392027,1019.65514950166,37.3
"212","LBI4","LBL","undisturbed","y",13.53097671,116.7536163,-0.033755679,17.4666666666667,69.6666666666667,11.8,25.0258139534884,900.610299003322,16.9
"213","LBS4","LBL","disturbed","y",-128.2001369,146.3921862,-0.000542247,33.159664576,74.6666666666667,20.3,26.8468966666667,1098.5,23.5
"214","LBS2","LBL","disturbed","n",1.523109761,86.1442378,-0.012247306,44.1,55.6666666666667,15,24.3706146179402,826.349501661129,7.7
"215","LBS1","LBL","disturbed","y",NA,155.3233717,-0.012675623,14.5768622204444,73.3333333333333,22.3,25.0838571428571,871.474086378737,NA
"216","BBS1","BBL","disturbed","n",NA,29.81521066,0.000401153,45.7333333333333,37.3333333333333,NA,15.5895766666667,870.375,0.1
"217","BBS3","BBL","disturbed","n",NA,15.9546862,0.001380106,48.3666666666667,30.6666666666667,NA,15.6781395348837,815.668438538206,0
"218","BBS3","BBL","disturbed","n",NA,3.995705059,NA,44.1,NA,NA,15.7777814569536,787.847350993377,NA
"219","ELL3","EL","disturbed","y",NA,61.92378901,-0.002595044,51.5666666666667,NA,NA,22.4498504983389,228.508970099668,1
"220","ELU3","EL","disturbed","y",NA,134.8844903,-0.013560807,65.3998773444445,NA,NA,22.9500333333333,541.066666666667,25.8
"221","ELL4","EL","disturbed","y",NA,109.1055377,0.000700656,44.3666666666667,75.3333333333333,NA,24.2237781456954,924.155298013245,44
"222","BBS1","BBL","disturbed",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
"223","BBS2","BBL","disturbed",NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4
"224","BBS3","BBL","disturbed",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8
"225","BBS4","BBL","disturbed",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2
"226","BBI1","BBL","undisturbed",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
"227","BBI2","BBL","undisturbed",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1
"228","BBI3","BBL","undisturbed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","BBI4","BBL","undisturbed",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1
